"cowcode"	"year"	"region"	"income"
840	1989	"South-Eastern Asia"	"0"
850	1989	"South-Eastern Asia"	"0"
630	1989	"Southern Asia"	"1"
700	1989	"Southern Asia"	"0"
750	1989	"Southern Asia"	"0"
760	1989	"Southern Asia"	"0"
770	1989	"Southern Asia"	"0"
780	1989	"Southern Asia"	"0"
790	1989	"Southern Asia"	"0"
230	1989	"Southern Europe"	"2"
232	1989	"Southern Europe"	"0"
235	1989	"Southern Europe"	"2"
331	1989	"Southern Europe"	"0"
339	1989	"Southern Europe"	"0"
350	1989	"Southern Europe"	"2"
450	1989	"Western Africa"	"0"
640	1989	"Western Asia"	"1"
645	1989	"Western Asia"	"1"
652	1989	"Western Asia"	"0"
660	1989	"Western Asia"	"0"
663	1989	"Western Asia"	"1"
679	1989	"Western Asia"	"0"
698	1989	"Western Asia"	"1"
221	1989	"Western Europe"	"0"
223	1989	"Western Europe"	"0"
900	1989	"Australia and New Zealand"	"2"
920	1989	"Australia and New Zealand"	"2"
40	1989	"Caribbean"	"1"
290	1989	"Eastern Europe"	"1"
310	1989	"Eastern Europe"	"1"
355	1989	"Eastern Europe"	"1"
260	1989	"No Region"	"2"
2	1989	"Northern America"	"2"
20	1989	"Northern America"	"2"
200	1989	"Northern Europe"	"2"
205	1989	"Northern Europe"	"2"
375	1989	"Northern Europe"	"2"
380	1989	"Northern Europe"	"2"
385	1989	"Northern Europe"	"2"
390	1989	"Northern Europe"	"2"
395	1989	"Northern Europe"	"2"
101	1989	"South America"	"1"
160	1989	"South America"	"1"
165	1989	"South America"	"1"
560	1989	"Southern Africa"	"1"
325	1989	"Southern Europe"	"2"
666	1989	"Western Asia"	"2"
670	1989	"Western Asia"	"1"
210	1989	"Western Europe"	"2"
211	1989	"Western Europe"	"2"
212	1989	"Western Europe"	"2"
220	1989	"Western Europe"	"2"
225	1989	"Western Europe"	"2"
305	1989	"Western Europe"	"2"
620	1989	"Northern Africa"	"1"
811	1989	"South-Eastern Asia"	"0"
818	1989	"No Region"	"0"
812	1989	"South-Eastern Asia"	"0"
600	1989	"Northern Africa"	"0"
616	1989	"Northern Africa"	"1"
625	1989	"Northern Africa"	"0"
820	1989	"South-Eastern Asia"	"1"
452	1989	"Western Africa"	"0"
438	1989	"Western Africa"	"0"
520	1989	"Eastern Africa"	"0"
580	1989	"Eastern Africa"	"0"
471	1989	"Middle Africa"	"0"
481	1989	"Middle Africa"	"1"
482	1989	"Middle Africa"	"0"
483	1989	"Middle Africa"	"0"
484	1989	"Middle Africa"	"0"
490	1989	"Middle Africa"	"0"
432	1989	"Western Africa"	"0"
433	1989	"Western Africa"	"0"
434	1989	"Western Africa"	"0"
435	1989	"Western Africa"	"0"
436	1989	"Western Africa"	"0"
437	1989	"Western Africa"	"0"
439	1989	"Western Africa"	"0"
461	1989	"Western Africa"	"0"
475	1989	"Western Africa"	"0"
352	1989	"Western Asia"	"2"
510	1989	"Eastern Africa"	"0"
451	1989	"Western Africa"	"0"
690	1989	"Western Asia"	"2"
51	1989	"Caribbean"	"1"
500	1989	"Eastern Africa"	"0"
516	1989	"Eastern Africa"	"0"
517	1989	"Eastern Africa"	"0"
615	1989	"Northern Africa"	"1"
990	1989	"Polynesia"	"0"
52	1989	"Caribbean"	"1"
501	1989	"Eastern Africa"	"0"
551	1989	"Eastern Africa"	"0"
553	1989	"Eastern Africa"	"0"
338	1989	"Southern Europe"	"1"
552	1989	"Eastern Africa"	"0"
830	1989	"South-Eastern Asia"	"2"
781	1989	"Southern Asia"	"0"
420	1989	"Western Africa"	"0"
110	1989	"South America"	"0"
570	1989	"Southern Africa"	"0"
571	1989	"Southern Africa"	"1"
53	1989	"Caribbean"	"2"
572	1989	"Southern Africa"	"0"
590	1989	"Eastern Africa"	"1"
411	1989	"Middle Africa"	"0"
950	1989	"Melanesia"	"1"
955	1989	"Polynesia"	"0"
771	1989	"Southern Asia"	"0"
692	1989	"Western Asia"	"2"
694	1989	"Western Asia"	"2"
696	1989	"Western Asia"	"2"
31	1989	"Caribbean"	"2"
55	1989	"Caribbean"	"0"
404	1989	"Western Africa"	"0"
541	1989	"Eastern Africa"	"0"
581	1989	"Eastern Africa"	"0"
910	1989	"Melanesia"	"0"
403	1989	"Middle Africa"	"0"
540	1989	"Middle Africa"	"0"
115	1989	"South America"	"0"
402	1989	"Western Africa"	"0"
591	1989	"Eastern Africa"	"0"
522	1989	"Eastern Africa"	"0"
54	1989	"Caribbean"	"0"
940	1989	"Melanesia"	"0"
56	1989	"Caribbean"	"0"
57	1989	"Caribbean"	"0"
946	1989	"Micronesia"	"0"
935	1989	"Melanesia"	"0"
58	1989	"Caribbean"	"0"
80	1989	"Central America"	"1"
60	1989	"Caribbean"	"0"
835	1989	"South-Eastern Asia"	"2"
983	1989	"Micronesia"	"0"
987	1989	"Micronesia"	"0"
565	1989	"Southern Africa"	NA
702	1989	"Central Asia"	NA
703	1989	"Central Asia"	NA
704	1989	"Central Asia"	NA
359	1989	"Eastern Europe"	NA
343	1989	"Southern Europe"	NA
371	1989	"Western Asia"	NA
373	1989	"Western Asia"	NA
701	1989	"Central Asia"	NA
705	1989	"Central Asia"	NA
369	1989	"Eastern Europe"	NA
370	1989	"Eastern Europe"	NA
366	1989	"Northern Europe"	NA
367	1989	"Northern Europe"	NA
368	1989	"Northern Europe"	NA
372	1989	"Western Asia"	NA
346	1989	"Southern Europe"	NA
344	1989	"Southern Europe"	NA
349	1989	"Southern Europe"	NA
531	1989	"Eastern Africa"	NA
316	1989	"Eastern Europe"	NA
317	1989	"Eastern Europe"	NA
986	1989	"Micronesia"	NA
41	1990	"Caribbean"	"0"
42	1990	"Caribbean"	"0"
70	1990	"Central America"	"1"
90	1990	"Central America"	"1"
91	1990	"Central America"	"0"
92	1990	"Central America"	"0"
93	1990	"Central America"	"0"
94	1990	"Central America"	"1"
95	1990	"Central America"	"1"
530	1990	"Eastern Africa"	"0"
710	1990	"Eastern Asia"	"0"
712	1990	"Eastern Asia"	"0"
731	1990	"Eastern Asia"	"0"
732	1990	"Eastern Asia"	"1"
740	1990	"Eastern Asia"	"2"
360	1990	"Eastern Europe"	"1"
365	1990	"Eastern Europe"	"1"
265	1990	"No Region"	"0"
315	1990	"No Region"	"1"
345	1990	"No Region"	"1"
713	1990	"No Region"	"0"
651	1990	"Northern Africa"	"0"
100	1990	"South America"	"1"
130	1990	"South America"	"1"
135	1990	"South America"	"0"
140	1990	"South America"	"1"
145	1990	"South America"	"0"
150	1990	"South America"	"1"
155	1990	"South America"	"1"
775	1990	"South-Eastern Asia"	"0"
800	1990	"South-Eastern Asia"	"1"
840	1990	"South-Eastern Asia"	"0"
850	1990	"South-Eastern Asia"	"0"
630	1990	"Southern Asia"	"1"
700	1990	"Southern Asia"	"0"
750	1990	"Southern Asia"	"0"
760	1990	"Southern Asia"	"0"
770	1990	"Southern Asia"	"0"
780	1990	"Southern Asia"	"0"
790	1990	"Southern Asia"	"0"
230	1990	"Southern Europe"	"2"
232	1990	"Southern Europe"	"0"
235	1990	"Southern Europe"	"2"
331	1990	"Southern Europe"	"0"
339	1990	"Southern Europe"	"0"
350	1990	"Southern Europe"	"2"
450	1990	"Western Africa"	"0"
640	1990	"Western Asia"	"1"
645	1990	"Western Asia"	"1"
652	1990	"Western Asia"	"0"
660	1990	"Western Asia"	"0"
663	1990	"Western Asia"	"0"
679	1990	"Western Asia"	"0"
698	1990	"Western Asia"	"2"
221	1990	"Western Europe"	"0"
223	1990	"Western Europe"	"0"
900	1990	"Australia and New Zealand"	"2"
920	1990	"Australia and New Zealand"	"2"
40	1990	"Caribbean"	"1"
290	1990	"Eastern Europe"	"1"
310	1990	"Eastern Europe"	"1"
355	1990	"Eastern Europe"	"1"
260	1990	"No Region"	"2"
2	1990	"Northern America"	"2"
20	1990	"Northern America"	"2"
200	1990	"Northern Europe"	"2"
205	1990	"Northern Europe"	"2"
375	1990	"Northern Europe"	"2"
380	1990	"Northern Europe"	"2"
385	1990	"Northern Europe"	"2"
390	1990	"Northern Europe"	"2"
395	1990	"Northern Europe"	"2"
101	1990	"South America"	"1"
160	1990	"South America"	"1"
165	1990	"South America"	"1"
560	1990	"Southern Africa"	"1"
325	1990	"Southern Europe"	"2"
666	1990	"Western Asia"	"2"
670	1990	"Western Asia"	"1"
210	1990	"Western Europe"	"2"
211	1990	"Western Europe"	"2"
212	1990	"Western Europe"	"2"
220	1990	"Western Europe"	"2"
225	1990	"Western Europe"	"2"
305	1990	"Western Europe"	"2"
620	1990	"Northern Africa"	"1"
811	1990	"South-Eastern Asia"	"0"
818	1990	"No Region"	"0"
812	1990	"South-Eastern Asia"	"0"
600	1990	"Northern Africa"	"0"
616	1990	"Northern Africa"	"1"
625	1990	"Northern Africa"	"0"
820	1990	"South-Eastern Asia"	"1"
452	1990	"Western Africa"	"0"
438	1990	"Western Africa"	"0"
520	1990	"Eastern Africa"	"0"
580	1990	"Eastern Africa"	"0"
471	1990	"Middle Africa"	"0"
481	1990	"Middle Africa"	"1"
482	1990	"Middle Africa"	"0"
483	1990	"Middle Africa"	"0"
484	1990	"Middle Africa"	"0"
490	1990	"Middle Africa"	"0"
432	1990	"Western Africa"	"0"
433	1990	"Western Africa"	"0"
434	1990	"Western Africa"	"0"
435	1990	"Western Africa"	"0"
436	1990	"Western Africa"	"0"
437	1990	"Western Africa"	"0"
439	1990	"Western Africa"	"0"
461	1990	"Western Africa"	"0"
475	1990	"Western Africa"	"0"
352	1990	"Western Asia"	"2"
510	1990	"Eastern Africa"	"0"
451	1990	"Western Africa"	"0"
690	1990	"Western Asia"	"2"
51	1990	"Caribbean"	"1"
500	1990	"Eastern Africa"	"0"
516	1990	"Eastern Africa"	"0"
517	1990	"Eastern Africa"	"0"
615	1990	"Northern Africa"	"1"
990	1990	"Polynesia"	"0"
52	1990	"Caribbean"	"1"
501	1990	"Eastern Africa"	"0"
551	1990	"Eastern Africa"	"0"
553	1990	"Eastern Africa"	"0"
338	1990	"Southern Europe"	"1"
552	1990	"Eastern Africa"	"0"
830	1990	"South-Eastern Asia"	"2"
781	1990	"Southern Asia"	"0"
420	1990	"Western Africa"	"0"
110	1990	"South America"	"0"
570	1990	"Southern Africa"	"0"
571	1990	"Southern Africa"	"1"
53	1990	"Caribbean"	"2"
572	1990	"Southern Africa"	"0"
590	1990	"Eastern Africa"	"1"
411	1990	"Middle Africa"	"0"
950	1990	"Melanesia"	"1"
955	1990	"Polynesia"	"0"
771	1990	"Southern Asia"	"0"
692	1990	"Western Asia"	"2"
694	1990	"Western Asia"	"2"
696	1990	"Western Asia"	"2"
31	1990	"Caribbean"	"2"
55	1990	"Caribbean"	"0"
404	1990	"Western Africa"	"0"
541	1990	"Eastern Africa"	"0"
581	1990	"Eastern Africa"	"0"
910	1990	"Melanesia"	"0"
403	1990	"Middle Africa"	"0"
540	1990	"Middle Africa"	"0"
115	1990	"South America"	"0"
402	1990	"Western Africa"	"0"
591	1990	"Eastern Africa"	"0"
522	1990	"Eastern Africa"	"0"
54	1990	"Caribbean"	"0"
940	1990	"Melanesia"	"0"
56	1990	"Caribbean"	"0"
57	1990	"Caribbean"	"0"
946	1990	"Micronesia"	"0"
935	1990	"Melanesia"	"0"
58	1990	"Caribbean"	"0"
80	1990	"Central America"	"1"
60	1990	"Caribbean"	"0"
835	1990	"South-Eastern Asia"	"2"
983	1990	"Micronesia"	"0"
987	1990	"Micronesia"	"0"
565	1990	"Southern Africa"	"1"
702	1990	"Central Asia"	NA
703	1990	"Central Asia"	NA
704	1990	"Central Asia"	NA
359	1990	"Eastern Europe"	NA
343	1990	"Southern Europe"	NA
371	1990	"Western Asia"	NA
373	1990	"Western Asia"	NA
701	1990	"Central Asia"	NA
705	1990	"Central Asia"	NA
369	1990	"Eastern Europe"	NA
370	1990	"Eastern Europe"	NA
366	1990	"Northern Europe"	NA
367	1990	"Northern Europe"	NA
368	1990	"Northern Europe"	NA
372	1990	"Western Asia"	NA
346	1990	"Southern Europe"	NA
344	1990	"Southern Europe"	NA
349	1990	"Southern Europe"	NA
531	1990	"Eastern Africa"	NA
316	1990	"Eastern Europe"	NA
317	1990	"Eastern Europe"	NA
986	1990	"Micronesia"	NA
41	1991	"Caribbean"	"0"
42	1991	"Caribbean"	"0"
70	1991	"Central America"	"1"
90	1991	"Central America"	"1"
91	1991	"Central America"	"0"
92	1991	"Central America"	"0"
93	1991	"Central America"	"0"
94	1991	"Central America"	"1"
95	1991	"Central America"	"1"
530	1991	"Eastern Africa"	"0"
710	1991	"Eastern Asia"	"0"
712	1991	"Eastern Asia"	"0"
731	1991	"Eastern Asia"	"0"
732	1991	"Eastern Asia"	"1"
740	1991	"Eastern Asia"	"2"
360	1991	"Eastern Europe"	"1"
365	1991	"Eastern Europe"	"1"
265	1991	"No Region"	NA
315	1991	"No Region"	"1"
345	1991	"No Region"	"1"
713	1991	"No Region"	"0"
651	1991	"Northern Africa"	"0"
100	1991	"South America"	"1"
130	1991	"South America"	"1"
135	1991	"South America"	"1"
140	1991	"South America"	"1"
145	1991	"South America"	"0"
150	1991	"South America"	"1"
155	1991	"South America"	"1"
775	1991	"South-Eastern Asia"	"0"
800	1991	"South-Eastern Asia"	"1"
840	1991	"South-Eastern Asia"	"0"
850	1991	"South-Eastern Asia"	"0"
630	1991	"Southern Asia"	"1"
700	1991	"Southern Asia"	"0"
750	1991	"Southern Asia"	"0"
760	1991	"Southern Asia"	"0"
770	1991	"Southern Asia"	"0"
780	1991	"Southern Asia"	"0"
790	1991	"Southern Asia"	"0"
230	1991	"Southern Europe"	"2"
232	1991	"Southern Europe"	"0"
235	1991	"Southern Europe"	"2"
331	1991	"Southern Europe"	"0"
339	1991	"Southern Europe"	"0"
350	1991	"Southern Europe"	"2"
450	1991	"Western Africa"	"0"
640	1991	"Western Asia"	"1"
645	1991	"Western Asia"	"1"
652	1991	"Western Asia"	"0"
660	1991	"Western Asia"	"1"
663	1991	"Western Asia"	"0"
679	1991	"Western Asia"	"0"
698	1991	"Western Asia"	"2"
221	1991	"Western Europe"	"0"
223	1991	"Western Europe"	"0"
900	1991	"Australia and New Zealand"	"2"
920	1991	"Australia and New Zealand"	"2"
40	1991	"Caribbean"	"1"
290	1991	"Eastern Europe"	"1"
310	1991	"Eastern Europe"	"1"
355	1991	"Eastern Europe"	"1"
260	1991	"No Region"	"2"
2	1991	"Northern America"	"2"
20	1991	"Northern America"	"2"
200	1991	"Northern Europe"	"2"
205	1991	"Northern Europe"	"2"
375	1991	"Northern Europe"	"2"
380	1991	"Northern Europe"	"2"
385	1991	"Northern Europe"	"2"
390	1991	"Northern Europe"	"2"
395	1991	"Northern Europe"	"2"
101	1991	"South America"	"1"
160	1991	"South America"	"1"
165	1991	"South America"	"1"
560	1991	"Southern Africa"	"1"
325	1991	"Southern Europe"	"2"
666	1991	"Western Asia"	"2"
670	1991	"Western Asia"	"1"
210	1991	"Western Europe"	"2"
211	1991	"Western Europe"	"2"
212	1991	"Western Europe"	"2"
220	1991	"Western Europe"	"2"
225	1991	"Western Europe"	"2"
305	1991	"Western Europe"	"2"
620	1991	"Northern Africa"	"1"
811	1991	"South-Eastern Asia"	"0"
818	1991	"No Region"	"0"
812	1991	"South-Eastern Asia"	"0"
600	1991	"Northern Africa"	"1"
616	1991	"Northern Africa"	"1"
625	1991	"Northern Africa"	"0"
820	1991	"South-Eastern Asia"	"1"
452	1991	"Western Africa"	"0"
438	1991	"Western Africa"	"0"
520	1991	"Eastern Africa"	"0"
580	1991	"Eastern Africa"	"0"
471	1991	"Middle Africa"	"0"
481	1991	"Middle Africa"	"1"
482	1991	"Middle Africa"	"0"
483	1991	"Middle Africa"	"0"
484	1991	"Middle Africa"	"0"
490	1991	"Middle Africa"	"0"
432	1991	"Western Africa"	"0"
433	1991	"Western Africa"	"0"
434	1991	"Western Africa"	"0"
435	1991	"Western Africa"	"0"
436	1991	"Western Africa"	"0"
437	1991	"Western Africa"	"0"
439	1991	"Western Africa"	"0"
461	1991	"Western Africa"	"0"
475	1991	"Western Africa"	"0"
352	1991	"Western Asia"	"2"
510	1991	"Eastern Africa"	"0"
451	1991	"Western Africa"	"0"
690	1991	"Western Asia"	"2"
51	1991	"Caribbean"	"1"
500	1991	"Eastern Africa"	"0"
516	1991	"Eastern Africa"	"0"
517	1991	"Eastern Africa"	"0"
615	1991	"Northern Africa"	"1"
990	1991	"Polynesia"	"0"
52	1991	"Caribbean"	"1"
501	1991	"Eastern Africa"	"0"
551	1991	"Eastern Africa"	"0"
553	1991	"Eastern Africa"	"0"
338	1991	"Southern Europe"	"1"
552	1991	"Eastern Africa"	"0"
830	1991	"South-Eastern Asia"	"2"
781	1991	"Southern Asia"	"0"
420	1991	"Western Africa"	"0"
110	1991	"South America"	"0"
570	1991	"Southern Africa"	"0"
571	1991	"Southern Africa"	"1"
53	1991	"Caribbean"	"2"
572	1991	"Southern Africa"	"0"
590	1991	"Eastern Africa"	"1"
411	1991	"Middle Africa"	"0"
950	1991	"Melanesia"	"1"
955	1991	"Polynesia"	"0"
771	1991	"Southern Asia"	"0"
692	1991	"Western Asia"	"2"
694	1991	"Western Asia"	"2"
696	1991	"Western Asia"	"2"
31	1991	"Caribbean"	"2"
55	1991	"Caribbean"	"0"
404	1991	"Western Africa"	"0"
541	1991	"Eastern Africa"	"0"
581	1991	"Eastern Africa"	"0"
910	1991	"Melanesia"	"0"
403	1991	"Middle Africa"	"0"
540	1991	"Middle Africa"	"0"
115	1991	"South America"	"0"
402	1991	"Western Africa"	"0"
591	1991	"Eastern Africa"	"0"
522	1991	"Eastern Africa"	"0"
54	1991	"Caribbean"	"0"
940	1991	"Melanesia"	"0"
56	1991	"Caribbean"	"0"
57	1991	"Caribbean"	"0"
946	1991	"Micronesia"	"0"
935	1991	"Melanesia"	"0"
58	1991	"Caribbean"	"0"
80	1991	"Central America"	"1"
60	1991	"Caribbean"	"0"
835	1991	"South-Eastern Asia"	"2"
983	1991	"Micronesia"	"0"
987	1991	"Micronesia"	"0"
565	1991	"Southern Africa"	"1"
702	1991	"Central Asia"	"0"
703	1991	"Central Asia"	"0"
704	1991	"Central Asia"	"0"
359	1991	"Eastern Europe"	"0"
343	1991	"Southern Europe"	"0"
371	1991	"Western Asia"	"0"
373	1991	"Western Asia"	"0"
701	1991	"Central Asia"	"1"
705	1991	"Central Asia"	"1"
369	1991	"Eastern Europe"	"1"
370	1991	"Eastern Europe"	"1"
366	1991	"Northern Europe"	"1"
367	1991	"Northern Europe"	"1"
368	1991	"Northern Europe"	"1"
372	1991	"Western Asia"	"1"
346	1991	"Southern Europe"	NA
344	1991	"Southern Europe"	NA
349	1991	"Southern Europe"	NA
531	1991	"Eastern Africa"	NA
316	1991	"Eastern Europe"	NA
317	1991	"Eastern Europe"	NA
986	1991	"Micronesia"	NA
41	1992	"Caribbean"	"0"
42	1992	"Caribbean"	"0"
70	1992	"Central America"	"1"
90	1992	"Central America"	"0"
91	1992	"Central America"	"0"
92	1992	"Central America"	"1"
93	1992	"Central America"	"0"
94	1992	"Central America"	"1"
95	1992	"Central America"	"1"
530	1992	"Eastern Africa"	"0"
710	1992	"Eastern Asia"	"0"
712	1992	"Eastern Asia"	"0"
731	1992	"Eastern Asia"	"0"
732	1992	"Eastern Asia"	"2"
740	1992	"Eastern Asia"	"2"
360	1992	"Eastern Europe"	"1"
365	1992	"Eastern Europe"	"1"
265	1992	"No Region"	NA
315	1992	"No Region"	"1"
345	1992	"No Region"	"1"
713	1992	"No Region"	"0"
651	1992	"Northern Africa"	"0"
100	1992	"South America"	"1"
130	1992	"South America"	"1"
135	1992	"South America"	"1"
140	1992	"South America"	"1"
145	1992	"South America"	"0"
150	1992	"South America"	"1"
155	1992	"South America"	"1"
775	1992	"South-Eastern Asia"	"0"
800	1992	"South-Eastern Asia"	"1"
840	1992	"South-Eastern Asia"	"0"
850	1992	"South-Eastern Asia"	"0"
630	1992	"Southern Asia"	"1"
700	1992	"Southern Asia"	"0"
750	1992	"Southern Asia"	"0"
760	1992	"Southern Asia"	"0"
770	1992	"Southern Asia"	"0"
780	1992	"Southern Asia"	"0"
790	1992	"Southern Asia"	"0"
230	1992	"Southern Europe"	"2"
232	1992	"Southern Europe"	"0"
235	1992	"Southern Europe"	"2"
331	1992	"Southern Europe"	"0"
339	1992	"Southern Europe"	"0"
350	1992	"Southern Europe"	"2"
450	1992	"Western Africa"	"0"
640	1992	"Western Asia"	"1"
645	1992	"Western Asia"	"1"
652	1992	"Western Asia"	"0"
660	1992	"Western Asia"	"1"
663	1992	"Western Asia"	"0"
679	1992	"Western Asia"	"0"
698	1992	"Western Asia"	"2"
221	1992	"Western Europe"	"0"
223	1992	"Western Europe"	"0"
900	1992	"Australia and New Zealand"	"2"
920	1992	"Australia and New Zealand"	"2"
40	1992	"Caribbean"	"1"
290	1992	"Eastern Europe"	"1"
310	1992	"Eastern Europe"	"1"
355	1992	"Eastern Europe"	"1"
260	1992	"No Region"	"2"
2	1992	"Northern America"	"2"
20	1992	"Northern America"	"2"
200	1992	"Northern Europe"	"2"
205	1992	"Northern Europe"	"2"
375	1992	"Northern Europe"	"2"
380	1992	"Northern Europe"	"2"
385	1992	"Northern Europe"	"2"
390	1992	"Northern Europe"	"2"
395	1992	"Northern Europe"	"2"
101	1992	"South America"	"1"
160	1992	"South America"	"1"
165	1992	"South America"	"1"
560	1992	"Southern Africa"	"1"
325	1992	"Southern Europe"	"2"
666	1992	"Western Asia"	"2"
670	1992	"Western Asia"	"1"
210	1992	"Western Europe"	"2"
211	1992	"Western Europe"	"2"
212	1992	"Western Europe"	"2"
220	1992	"Western Europe"	"2"
225	1992	"Western Europe"	"2"
305	1992	"Western Europe"	"2"
620	1992	"Northern Africa"	"1"
811	1992	"South-Eastern Asia"	"0"
818	1992	"No Region"	"0"
812	1992	"South-Eastern Asia"	"0"
600	1992	"Northern Africa"	"0"
616	1992	"Northern Africa"	"1"
625	1992	"Northern Africa"	"0"
820	1992	"South-Eastern Asia"	"1"
452	1992	"Western Africa"	"0"
438	1992	"Western Africa"	"0"
520	1992	"Eastern Africa"	"0"
580	1992	"Eastern Africa"	"0"
471	1992	"Middle Africa"	"0"
481	1992	"Middle Africa"	"1"
482	1992	"Middle Africa"	"0"
483	1992	"Middle Africa"	"0"
484	1992	"Middle Africa"	"0"
490	1992	"Middle Africa"	"0"
432	1992	"Western Africa"	"0"
433	1992	"Western Africa"	"0"
434	1992	"Western Africa"	"0"
435	1992	"Western Africa"	"0"
436	1992	"Western Africa"	"0"
437	1992	"Western Africa"	"0"
439	1992	"Western Africa"	"0"
461	1992	"Western Africa"	"0"
475	1992	"Western Africa"	"0"
352	1992	"Western Asia"	"2"
510	1992	"Eastern Africa"	"0"
451	1992	"Western Africa"	"0"
690	1992	"Western Asia"	"2"
51	1992	"Caribbean"	"1"
500	1992	"Eastern Africa"	"0"
516	1992	"Eastern Africa"	"0"
517	1992	"Eastern Africa"	"0"
615	1992	"Northern Africa"	"1"
990	1992	"Polynesia"	"0"
52	1992	"Caribbean"	"1"
501	1992	"Eastern Africa"	"0"
551	1992	"Eastern Africa"	"0"
553	1992	"Eastern Africa"	"0"
338	1992	"Southern Europe"	"1"
552	1992	"Eastern Africa"	"0"
830	1992	"South-Eastern Asia"	"2"
781	1992	"Southern Asia"	"0"
420	1992	"Western Africa"	"0"
110	1992	"South America"	"0"
570	1992	"Southern Africa"	"0"
571	1992	"Southern Africa"	"1"
53	1992	"Caribbean"	"2"
572	1992	"Southern Africa"	"0"
590	1992	"Eastern Africa"	"1"
411	1992	"Middle Africa"	"0"
950	1992	"Melanesia"	"1"
955	1992	"Polynesia"	"0"
771	1992	"Southern Asia"	"0"
692	1992	"Western Asia"	"2"
694	1992	"Western Asia"	"2"
696	1992	"Western Asia"	"2"
31	1992	"Caribbean"	"2"
55	1992	"Caribbean"	"0"
404	1992	"Western Africa"	"0"
541	1992	"Eastern Africa"	"0"
581	1992	"Eastern Africa"	"0"
910	1992	"Melanesia"	"0"
403	1992	"Middle Africa"	"0"
540	1992	"Middle Africa"	"0"
115	1992	"South America"	"0"
402	1992	"Western Africa"	"0"
591	1992	"Eastern Africa"	"0"
522	1992	"Eastern Africa"	"0"
54	1992	"Caribbean"	"0"
940	1992	"Melanesia"	"0"
56	1992	"Caribbean"	"0"
57	1992	"Caribbean"	"0"
946	1992	"Micronesia"	"0"
935	1992	"Melanesia"	"0"
58	1992	"Caribbean"	"0"
80	1992	"Central America"	"1"
60	1992	"Caribbean"	"0"
835	1992	"South-Eastern Asia"	"2"
983	1992	"Micronesia"	"0"
987	1992	"Micronesia"	"0"
565	1992	"Southern Africa"	"1"
702	1992	"Central Asia"	"0"
703	1992	"Central Asia"	"0"
704	1992	"Central Asia"	"0"
359	1992	"Eastern Europe"	"0"
343	1992	"Southern Europe"	"0"
371	1992	"Western Asia"	"0"
373	1992	"Western Asia"	"0"
701	1992	"Central Asia"	"1"
705	1992	"Central Asia"	"1"
369	1992	"Eastern Europe"	"1"
370	1992	"Eastern Europe"	"1"
366	1992	"Northern Europe"	"1"
367	1992	"Northern Europe"	"1"
368	1992	"Northern Europe"	"1"
372	1992	"Western Asia"	"1"
346	1992	"Southern Europe"	"0"
344	1992	"Southern Europe"	"1"
349	1992	"Southern Europe"	"2"
531	1992	"Eastern Africa"	NA
316	1992	"Eastern Europe"	NA
317	1992	"Eastern Europe"	NA
986	1992	"Micronesia"	NA
41	1993	"Caribbean"	"0"
42	1993	"Caribbean"	"0"
70	1993	"Central America"	"1"
90	1993	"Central America"	"1"
91	1993	"Central America"	"0"
92	1993	"Central America"	"1"
93	1993	"Central America"	"0"
94	1993	"Central America"	"1"
95	1993	"Central America"	"1"
530	1993	"Eastern Africa"	"0"
710	1993	"Eastern Asia"	"0"
712	1993	"Eastern Asia"	"0"
731	1993	"Eastern Asia"	"0"
732	1993	"Eastern Asia"	"2"
740	1993	"Eastern Asia"	"2"
360	1993	"Eastern Europe"	"1"
365	1993	"Eastern Europe"	"1"
265	1993	"No Region"	NA
315	1993	"No Region"	NA
345	1993	"No Region"	"1"
713	1993	"No Region"	"0"
651	1993	"Northern Africa"	"0"
100	1993	"South America"	"1"
130	1993	"South America"	"1"
135	1993	"South America"	"1"
140	1993	"South America"	"1"
145	1993	"South America"	"0"
150	1993	"South America"	"1"
155	1993	"South America"	"1"
775	1993	"South-Eastern Asia"	"0"
800	1993	"South-Eastern Asia"	"1"
840	1993	"South-Eastern Asia"	"0"
850	1993	"South-Eastern Asia"	"0"
630	1993	"Southern Asia"	"1"
700	1993	"Southern Asia"	"0"
750	1993	"Southern Asia"	"0"
760	1993	"Southern Asia"	"0"
770	1993	"Southern Asia"	"0"
780	1993	"Southern Asia"	"0"
790	1993	"Southern Asia"	"0"
230	1993	"Southern Europe"	"2"
232	1993	"Southern Europe"	"0"
235	1993	"Southern Europe"	"2"
331	1993	"Southern Europe"	"0"
339	1993	"Southern Europe"	"0"
350	1993	"Southern Europe"	"2"
450	1993	"Western Africa"	"0"
640	1993	"Western Asia"	"1"
645	1993	"Western Asia"	"1"
652	1993	"Western Asia"	"0"
660	1993	"Western Asia"	"1"
663	1993	"Western Asia"	"0"
679	1993	"Western Asia"	"0"
698	1993	"Western Asia"	"2"
221	1993	"Western Europe"	"0"
223	1993	"Western Europe"	"0"
900	1993	"Australia and New Zealand"	"2"
920	1993	"Australia and New Zealand"	"2"
40	1993	"Caribbean"	"1"
290	1993	"Eastern Europe"	"1"
310	1993	"Eastern Europe"	"1"
355	1993	"Eastern Europe"	"1"
260	1993	"No Region"	"2"
2	1993	"Northern America"	"2"
20	1993	"Northern America"	"2"
200	1993	"Northern Europe"	"2"
205	1993	"Northern Europe"	"2"
375	1993	"Northern Europe"	"2"
380	1993	"Northern Europe"	"2"
